类型;类别ID;类别;名称;地址;城市;区县;经度;纬度;开放时间;图片;img
15;211;文化礼堂;里商乡向阳村文化礼堂;杭州市淳安县里商乡向阳村;杭州市;淳安县;119.025133;29.467944;08:00-17:00;/whyx/9c935153140c47a8b89b3890a5736e33.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9c935153140c47a8b89b3890a5736e33.jpg
2;199;文博场馆;杭州博物馆;杭州市上城区粮道山18号;杭州市;上城区;120.166525;30.239091;09:00-16:30;/whyx/9bb7092267794170a4519f9a788a0f28.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9bb7092267794170a4519f9a788a0f28.png
13;209;老年活动中心;长明寺巷社区居家养老服务照料中心;马坡巷17号;杭州市;上城区;120.184157;30.248051;09:00-17:00;/whyx/9ba3d28dce4e466d9cff3eb2af9b957e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9ba3d28dce4e466d9cff3eb2af9b957e.jpg
14;210;文体中心;文昌镇综合文化站;杭州市淳安县文昌镇潭头村党群服务中心;杭州市;淳安县;119.20465;29.779947;08:30-17:00;/whyx/9b9d38c5a630451daf6b8b5de0d3ef50.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9b9d38c5a630451daf6b8b5de0d3ef50.jpg
15;211;文化礼堂;梓桐镇姜桐村文化礼堂;杭州市淳安县梓桐镇姜桐村;杭州市;淳安县;118.693311;29.57464;春夏8:00-20:00秋冬8:00-20:00;/whyx/9b41ebfacb864e4d8ac9c899e5375b5d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9b41ebfacb864e4d8ac9c899e5375b5d.jpg
15;211;文化礼堂;双浦镇吴家村文化礼堂;双浦镇175号万米路东侧;杭州市;西湖区;120.12743;30.120759;09:00:00-17:00:00;/whyx/9b2eb1ded936439e8d74eadba12373c2.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9b2eb1ded936439e8d74eadba12373c2.jpg
14;210;文体中心;祥符街道阮家桥文体中心;杭州市拱墅区余杭塘路466萍水人家5幢3楼;杭州市;拱墅区;120.111537;30.29413;12:00-20:00;/whyx/9b2487ff6dd64527b5b7a0562f2b7bc6.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9b2487ff6dd64527b5b7a0562f2b7bc6.jpg
14;210;文体中心;五常街道文体中心;五常街道宋家湾路和联胜路交叉口;杭州市;余杭区;120.030026;30.251345;09:00-17:00;/whyx/9b0606f04ee148b797cfa7056cd1e56d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9b0606f04ee148b797cfa7056cd1e56d.jpg
2;199;文博场馆;杭州孔庙;杭州市上城区府学巷8号;杭州市;上城区;120.161907;30.241806;周二至周日9：00--16:00;/whyx/9ae67c7933c34a8eb5a60b32f6f61823.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9ae67c7933c34a8eb5a60b32f6f61823.png
9;205;体育设施;良渚街道北宸社区北宸之光一期三人制篮球场;余杭区通运街171号;杭州市;余杭区;120.124594;30.342857;全天开放;/whyx/9a7ab614758d4245923619c517664a55.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9a7ab614758d4245923619c517664a55.jpg
16;212;文化家园;逸居城社区文化家园;余杭区良渚街道逸盛路逸居城;杭州市;余杭区;120.116103;30.380933;周一至周日08:30-16:30;/whyx/9a3c0e970c534de9b68d5ee93dbab4db.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9a3c0e970c534de9b68d5ee93dbab4db.jpg
1;198;农家书屋;余杭街道镇山西园社区图书室;杭州市余杭区余杭街道安乐路14号;杭州市;余杭区;119.937464;30.27031;周二至周日08:30-17:00;/whyx/9a271388465a495ca605d5ec660cce8d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9a271388465a495ca605d5ec660cce8d.jpg
15;211;文化礼堂;威坪镇五丰村文化礼堂;杭州市淳安县威坪镇五丰村;杭州市;淳安县;118.764541;29.777669;08:00-17:00;/whyx/9a075c1f104b45b5a951c194076aad62.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9a075c1f104b45b5a951c194076aad62.jpg
15;211;文化礼堂;新登镇半山村文化礼堂;杭州市富阳区新登镇半山村1号;杭州市;富阳区;119.68107;29.94959;08:00-20:00;/whyx/998e12a674864c10a5856459647f65f8.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/998e12a674864c10a5856459647f65f8.jpg
1;198;农家书屋;咪咕职工书屋;杭州市西湖区文二西路780号西溪银座A座;杭州市;西湖区;120.074077;30.281224;周一至周五;/whyx/997836bd92e746b08599cdf83f67ac82.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/997836bd92e746b08599cdf83f67ac82.jpg
14;210;文体中心;西兴街道文化站;杭州市西兴路555号;杭州市;滨江区;120.227639;30.187069;每周二至周日8:00-11:30 13:30-17:00 18:30-21:00;/whyx/99467eb40d0342f78c6bcfa887ee1002.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/99467eb40d0342f78c6bcfa887ee1002.jpg
15;211;文化礼堂;临岐镇半夏村文化礼堂;杭州市淳安县临岐镇半夏村岔口自然村;杭州市;淳安县;119.110645;29.8447;08:30-20:30;/whyx/9909103bc7a340ef8eab7ed474f4b555.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9909103bc7a340ef8eab7ed474f4b555.jpg
8;204;科技馆;分水镇科普馆;分水镇玉华西路315号文体中心内;杭州市;桐庐县;119.43;29.93;周一至周日8:30-17:00;/whyx/98de4f3328d044ab96bd3d01c627b0d0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/98de4f3328d044ab96bd3d01c627b0d0.jpg
1;198;农家书屋;北山街道金祝社区图书室;杭州市西湖区金祝社区9幢旁（金祝社区党群服务中心）;杭州市;西湖区;120.151303;30.268932;周一至周五 9:00-17:00;/whyx/98bc5360e3c04f31a5a147486f76df1c.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/98bc5360e3c04f31a5a147486f76df1c.jpg
12;208;儿童之家;连具塘村儿童之家;杭州市余杭区仓前街道连具塘村陈家埭健身点北侧;杭州市;余杭区;119.971811;30.252277;周一至周六8:30-16:30;/whyx/98ad8cdfec804b5c9d214f831cb576a1.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/98ad8cdfec804b5c9d214f831cb576a1.jpg
2;199;文博场馆;杭州南宋钱币博物馆;浙江省杭州市小营巷酱园弄12号;杭州市;上城区;120.1771;30.252982;09:00-16:30;/whyx/988a865f846c4432b27f7e80b2ed5611.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/988a865f846c4432b27f7e80b2ed5611.png
15;211;文化礼堂;千岛湖镇马路村文化礼堂;杭州市淳安县千岛湖镇马路村;杭州市;淳安县;119.108193;29.601916;08:30-17:30;"/whyx/980eab38e51a45e7a0b6872234195683.jpg";oooo1
13;209;老年活动中心;大学路社区居家养老服务中心;大学路新村36号;杭州市;上城区;120.184262;30.252242;09:00-17:00;/whyx/9809fcb332a64893bdbec4e4e45007d4.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9809fcb332a64893bdbec4e4e45007d4.jpg
15;211;文化礼堂;胥口镇胥口村文化礼堂;富阳区胥口镇胥口村156号;杭州市;富阳区;119.66723;29.98323;08:00-20:00;/whyx/976c3b2c17e34becbae167d1f70c24f8.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/976c3b2c17e34becbae167d1f70c24f8.jpg
15;211;文化礼堂;临岐镇审岭脚村文化礼堂;杭州市淳安县审岭脚西北约962米;杭州市;淳安县;119.454697;29.568482;08:00-21:00;/whyx/97397d794b5043dbb7ea4f4d20cbc33d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/97397d794b5043dbb7ea4f4d20cbc33d.jpg
1;198;农家书屋;晓荷书房;杭州市拱墅区采荷街道青荷苑社区5幢底;杭州市;上城区;120.192;30.2522;工作日9:00-17:00;/whyx/9666edc40584467bafb5e97308a7236b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9666edc40584467bafb5e97308a7236b.jpg
15;211;文化礼堂;中洲镇长埂村文化礼堂;杭州市淳安县中洲镇长埂村;杭州市;淳安县;118.485029;29.445639;08:00-17:00;/whyx/965a79c026d240eda9402a815d26c905.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/965a79c026d240eda9402a815d26c905.jpg
16;212;文化家园;白马庄社区文化家园;杭州市上城区丁兰街道长睦锦苑2幢2楼;杭州市;上城区;120.237374;30.364168;09:00-17:00;/whyx/959ecc63039c4fa892250fcb4fecead8.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/959ecc63039c4fa892250fcb4fecead8.jpg
1;198;农家书屋;钟山乡陇西村农家书屋;杭州市桐庐县钟山乡陇西村文化礼堂旁;杭州市;桐庐县;119.53536;29.766624;周一至周日08:00-11:30,13:00-16:30;/whyx/955eea39111246d096dfefe381a52503.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/955eea39111246d096dfefe381a52503.jpg
2;199;文博场馆;外伍村越剧首演地纪念馆;杭州市临安区潜川镇外伍村;杭州市;临安区;119.405385;30.020504;08:30-20:00;/whyx/955953eff76247d6b4ffab981d2b9e7f.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/955953eff76247d6b4ffab981d2b9e7f.png
1;198;农家书屋;钟山乡大市村农家书屋;杭州市桐庐县钟山乡大市村文化礼堂;杭州市;桐庐县;119.502404;29.775801;周一至周日08:00-11:30 13:00-16:30;/whyx/94f7ccfdcce94022b30aff418acf9a8e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/94f7ccfdcce94022b30aff418acf9a8e.jpg
1;198;农家书屋;龙门镇龙门五村农家书屋;杭州市富阳区龙门镇龙门五村;杭州市;富阳区;119.949007;29.896366;周一至周日08:00-11:30 1:00-4:30;/whyx/94e32486616f4a3496256d75a9b6a0b7.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/94e32486616f4a3496256d75a9b6a0b7.jpg
15;211;文化礼堂;宋村乡白云溪村文化礼堂;浙江省杭州市淳安县宋村乡白云溪村王家庄自然村;杭州市;淳安县;118.886071;29.705164;08:30-17:00;/whyx/9479baa9b4ab4a538e7e577b84f821f7.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9479baa9b4ab4a538e7e577b84f821f7.jpg
2;199;文博场馆;德文化馆实践中心;杭州市建德市三星街33号;杭州市;建德市;119.501851;29.537871;周一至周日8:30-17:00;/whyx/9478bb1a7b9841a3a195f8af1318c142.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9478bb1a7b9841a3a195f8af1318c142.png
16;212;文化家园;竞渡社区文化家园;杭州市西湖区蒋村街道春申街58号;杭州市;西湖区;120.055523;30.281379;周一至周日9:00-16:00;/whyx/9450f143679e48fa8dea2093c0d01f64.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9450f143679e48fa8dea2093c0d01f64.jpg
16;212;文化家园;通运社区文化家园;余杭区良渚街道万家名城一期西门商铺5-2;杭州市;余杭区;120.118454;30.342824;周一至周日09:00-16:30;/whyx/9334384b099a4809ba967488d252f10e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9334384b099a4809ba967488d252f10e.jpg
15;211;文化礼堂;文昌镇潭头村文化礼堂;杭州市淳安县文昌镇潭头村;杭州市;淳安县;119.206916;29.778089;09:00-17:00;/whyx/92aa371e98564e2689ffdfed38ab333d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/92aa371e98564e2689ffdfed38ab333d.jpg
1;198;农家书屋;四季青街道钱运社区图书室;杭州市上城区维多利亚商务中心B座底商6号;杭州市;上城区;120.232337;30.266989;周二至周日08:30-17:00;/whyx/9290b925916e4432b3dd4ec6ec3a0a98.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9290b925916e4432b3dd4ec6ec3a0a98.jpg
16;212;文化家园;河滨社区文化家园;杭州市西湖区蒋村街道五常港路293号;杭州市;西湖区;120.060555;30.29777;"周一至周日9:00-11:30;13:30-17:00";/whyx/91f54e969a984206b809b2b32775e1d2.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/91f54e969a984206b809b2b32775e1d2.jpg
1;198;农家书屋;胥口镇高联村农家书屋;杭州市富阳区胥口镇高联村委大楼;杭州市;富阳区;119.643102;29.952166;周一至周日08:00-20:00;/whyx/91abab6f254b4a06acca40d938eaaefa.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/91abab6f254b4a06acca40d938eaaefa.jpg
16;212;文化家园;海曙社区文化家园;余杭区五常街道联创街1号海兴雅苑小区;杭州市;余杭区;120.030135;30.29027;周一至周五09:00-19:00;/whyx/918a7de0e8d7465a99a0deea7ff4b00b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/918a7de0e8d7465a99a0deea7ff4b00b.jpg
14;210;文体中心;杭州钱江经济开发区仁良花苑党群驿站（职工之家）;余杭区仁和街道东风路仁良花苑小区东门;杭州市;余杭区;120.079672;30.437245;周一至周五上午9点至下午5点;/whyx/918460d1d835490f9e41d9f2f8c39163.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/918460d1d835490f9e41d9f2f8c39163.jpg
16;212;文化家园;政苑社区文化家园;杭州市西湖区三墩镇政苑社区居民委员会;杭州市;西湖区;120.103955;30.297129;周一至周日8:00-17:00;/whyx/916f07a243bc498885928780a90dde3f.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/916f07a243bc498885928780a90dde3f.jpg
2;199;文博场馆;葛理庸和葛树滋故居纪念馆;杭州市萧山区进化镇云飞村;杭州市;萧山区;120.307046;30.011427;周一至周日8：30-16：30;/whyx/9112886f625a4c91a06e66689909b33c.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9112886f625a4c91a06e66689909b33c.png
15;211;文化礼堂;安阳乡桐川村文化礼堂;杭州市淳安县安阳乡桐川村;杭州市;淳安县;118.826938;29.376184;08:30-17:30;/whyx/9081b613e91247399b4eb95645cb750d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9081b613e91247399b4eb95645cb750d.jpg
1;198;农家书屋;彭埠街道图书分馆;杭州市上城区凯旋街道普新社区普德路131号彭埠街道党群服务中心4楼;杭州市;上城区;120.245613;30.312426;周一至周日09:00-21:00;/whyx/905fa3ef4c8340a1b4b275c3b748aae7.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/905fa3ef4c8340a1b4b275c3b748aae7.jpg
16;212;文化家园;绍兴路社区文化家园;杭州大浒东苑16-1-101;杭州市;拱墅区;120.149596;30.311773;08:30-11:30;/whyx/8fa61c4fe34b468d9a2c956fbe4007d0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8fa61c4fe34b468d9a2c956fbe4007d0.jpg
16;212;文化家园;东林桥社区文化家园;杭州市上城区丁兰街道会林路50号;杭州市;上城区;120.218865;30.343115;08:30-11:30;/whyx/8f735e2013c84d8ebd36333298ddcc02.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8f735e2013c84d8ebd36333298ddcc02.jpg
1;198;农家书屋;钟山乡魏丰村农家书屋;杭州市桐庐县钟山乡魏丰村文化礼堂;杭州市;桐庐县;119.498998;29.737878;周一至周日08:00-11:30,13:00-16:30;/whyx/8f6c97659aff4bebbd61e497ada19bf5.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8f6c97659aff4bebbd61e497ada19bf5.jpg
9;205;体育设施;余杭街道凤凰山社区凤凰新村篮球场;杭州市余杭区余杭街道凤凰新村84号旁;杭州市;余杭区;119.951495;30.255771;周一至周日09:00-16:00;/whyx/8f6b49c7ab4547a0adca48bdfb3fe0c8.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8f6b49c7ab4547a0adca48bdfb3fe0c8.jpg
15;211;文化礼堂;临岐镇新华村文化礼堂;淳安县临岐镇新华村;杭州市;淳安县;119.128204;29.882698;08:00-21:00;/whyx/8f071e7a1b0d4bb6b2e5f1b2f77cc3c9.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8f071e7a1b0d4bb6b2e5f1b2f77cc3c9.jpg
15;211;文化礼堂;双浦镇双灵村文化礼堂;杭州市西湖区双浦镇双灵村上堡组120号;杭州市;西湖区;120.027354;30.130826;全天开放;/whyx/8ed1ee9f986e4fbf88d3fd209dcc2686.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8ed1ee9f986e4fbf88d3fd209dcc2686.jpg
1;198;农家书屋;百丈镇半山村农家书屋;杭州市余杭区彩独路与朱斧线交叉路口北侧;杭州市;余杭区;119.710885;30.544633;周一至周五08:30-16:00;/whyx/8e704b31028341129f112add087b9a5b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8e704b31028341129f112add087b9a5b.jpg
16;212;文化家园;香槟社区文化家园;杭州市富阳区富春街道香槟社区华虹路119号;杭州市;富阳区;119.919243;30.050153;08:00-Invalid Date;/whyx/8e6e74cb1db14ed48ee279b034559fc0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8e6e74cb1db14ed48ee279b034559fc0.jpg
16;212;文化家园;后珠苑社区文化家园;杭州市上城区丁兰街道丁群街180号;杭州市;上城区;120.237183;30.352458;09:00-11:30;/whyx/8e1749a4ef0547ea9844cea93fd84303.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8e1749a4ef0547ea9844cea93fd84303.jpg
15;211;文化礼堂;文昌镇文昌村文化礼堂;杭州市淳安县文昌镇文昌村;杭州市;淳安县;119.222113;29.73235;09:00-17:00;/whyx/8dafe2a764e445038a3a80150a3108d6.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8dafe2a764e445038a3a80150a3108d6.jpg
1;198;农家书屋;四季青街道城星社区图书室;杭州市上城区四季青街道市民街167号;杭州市;上城区;120.199;30.2428;周一至周五8：30-17:00;/whyx/8d59fd521a1843d89f795a0886bb6fed.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8d59fd521a1843d89f795a0886bb6fed.jpg
16;212;文化家园;尚德社区文化家园;杭州市西湖区转塘街道横桥路98号之江一号商业综合楼尚德社区;杭州市;西湖区;120.070661;30.162645;周一至周日8:30-17:00;/whyx/8d4ebdece0c64460a82ed4ca4ea6f08a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8d4ebdece0c64460a82ed4ca4ea6f08a.jpg
2;199;文博场馆;中国财税博物馆;杭州市吴山广场28号;杭州市;上城区;120.16294;30.238785;周二至周日9:00—16:30;/whyx/8d4815cc9c50429ebc2cbfeadf304f72.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8d4815cc9c50429ebc2cbfeadf304f72.png
16;212;文化家园;金钱巷社区文化家园;淳佑桥西弄5号;杭州市;上城区;120.178511;30.24917;09:00-17:00;/whyx/8d30d1dc549a487ab1f425c9d75278e6.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8d30d1dc549a487ab1f425c9d75278e6.jpg
15;211;文化礼堂;威坪镇洪圻村文化礼堂;杭州市淳安县威坪镇洪圻村;杭州市;淳安县;118.764541;29.777669;08:00-17:00;/whyx/8d2c8e2127904526af19eb6ce83ee8e0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8d2c8e2127904526af19eb6ce83ee8e0.jpg
2;199;文博场馆;婚俗文化展览馆;杭州市余杭区仓前街道文一西路1508号创鑫时代广场3号楼B座10楼;杭州市;余杭区;119.975972;30.273355;周一至周日09:00-12:00 13:30-17:00;/whyx/8cf4f90e0a7f4939b69486cbc4035092.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8cf4f90e0a7f4939b69486cbc4035092.jpg
16;212;文化家园;金海社区文化家园;金海社区香滨湾花园3幢1层;杭州市;上城区;120.268606;30.309305;08:30-11:30;/whyx/8c8e191db85b44d5a3b641d894a8df95.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8c8e191db85b44d5a3b641d894a8df95.jpg
2;199;文博场馆;大运河紫檀博物馆;杭州市拱墅区登云路111号;杭州市;临安区;120.136516;30.313782;周一至周日07:00-22:30;/whyx/8c8d1a6f47594c4e98af108cb2f1977a.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8c8d1a6f47594c4e98af108cb2f1977a.png
13;209;老年活动中心;吴山前村百岁幸福家;杭州市余杭区仓前街道吴山前村百岁幸福家;杭州市;余杭区;119.97908;30.316817;08:30-17:00;/whyx/8bf72a356efa4a54a02e78d437c6f60a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8bf72a356efa4a54a02e78d437c6f60a.jpg
15;211;文化礼堂;威坪镇坑下村文化礼堂;杭州市淳安县威坪镇坑下村;杭州市;淳安县;118.81638;29.806862;08:00-17:00;/whyx/8bd9ab19d54940da88b68f678d20004a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8bd9ab19d54940da88b68f678d20004a.jpg
16;212;文化家园;亲亲家园社区文化家园;余杭区良渚街道亲亲家园三期物业对面;杭州市;余杭区;120.089317;30.335907;周一至周日08:30-16:30;/whyx/8bbf689f332342ccb64a4ae6a480be61.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8bbf689f332342ccb64a4ae6a480be61.jpg
1;198;农家书屋;笕桥街道白石社区钱塘书房;杭州市上城区笕桥街道白石社区钱塘书房;杭州市;上城区;120.2025777;30.25585458;周二至周三，周五至周日9：00-11:00，14:00-16:00;/whyx/8bb1df664cd2410aa3f3ef4a76e9e5d1.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8bb1df664cd2410aa3f3ef4a76e9e5d1.jpg
15;211;文化礼堂;石林镇棠高村文化礼堂;杭州市淳安县石林镇棠高村;杭州市;淳安县;119.074081;29.502927;08:00-18:00;/whyx/8b9bafca274d4c8ebd3b791871ac7058.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8b9bafca274d4c8ebd3b791871ac7058.jpg
16;212;文化家园;卖鱼桥社区文化家园;杭州市拱墅区湖墅街道湖墅新村20幢底;杭州市;拱墅区;120.145958;30.293696;2021;/whyx/8b814baa43b14cceb90b6b65864ddea0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8b814baa43b14cceb90b6b65864ddea0.jpg
16;212;文化家园;朱庙社区文化家园;余杭区仓前街道余杭塘路2606号;杭州市;余杭区;119.990511;30.280899;周一至周日8:30-17:00;/whyx/8b40a271383d4441a2c08ccbad2ea53f.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8b40a271383d4441a2c08ccbad2ea53f.jpg
16;212;文化家园;华兴社区文化家园;余杭区瓶窑镇凤溪路296号;杭州市;余杭区;119.974328;30.390758;每周56小时;/whyx/89ef1e4f73004db9a0f1745d6231f540.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/89ef1e4f73004db9a0f1745d6231f540.jpg
15;211;文化礼堂;余杭街道竹园村文化礼堂;杭州市余杭区余杭街道竹园村下舍圩组竹园村委旁;杭州市;余杭区;119.869556;30.274302;夏令时09:00-20:00 冬令时09:00-20:00;/whyx/89e153bc934b4a0abc9bbf5a1f582022.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/89e153bc934b4a0abc9bbf5a1f582022.jpg
16;212;文化家园;现代城社区文化家园;杭州市拱墅区文晖街道绍兴路305号;杭州市;拱墅区;120.169539;30.296095;周一至周五8：30-11：30，14：00～17：30;/whyx/8940636a1c9a4b069e6876e4efebea48.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8940636a1c9a4b069e6876e4efebea48.jpg
15;211;文化礼堂;龙门镇龙门一村文化礼堂;富阳区龙门镇六村畈龙门一村;杭州市;富阳区;119.94374;29.90545;08:30-16:30;/whyx/8920ec5653dd4a50a0f8d9015d93ab01.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8920ec5653dd4a50a0f8d9015d93ab01.jpg
14;210;文体中心;湖源乡综合文化站;杭州市富阳区湖源乡新一村;杭州市;富阳区;119.950806;29.813166;周一至周日8:30-11:30；13:00-16:00;/whyx/8901e8dcdccf43bbbef52ed55222181e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/8901e8dcdccf43bbbef52ed55222181e.jpg
